game_id,season,season_type,game_date
0022500663,2025-26,Regular Season,2025-10-05
0022500659,2025-26,Regular Season,2025-10-06
0022500657,2025-26,Regular Season,2025-10-06
0022500658,2025-26,Regular Season,2025-10-06
0022500660,2025-26,Regular Season,2025-10-06
0022500661,2025-26,Regular Season,2025-10-06
0022500662,2025-26,Regular Season,2025-10-06
0022500663,2025-26,Regular Season,2025-10-06
0022500659,2025-26,Regular Season,2025-10-07
0022500657,2025-26,Regular Season,2025-10-07
0022500658,2025-26,Regular Season,2025-10-07
0022500660,2025-26,Regular Season,2025-10-07
0022500661,2025-26,Regular Season,2025-10-07
0022500662,2025-26,Regular Season,2025-10-07
0022500663,2025-26,Regular Season,2025-10-07
0022500659,2025-26,Regular Season,2025-10-08
0022500657,2025-26,Regular Season,2025-10-08
0022500658,2025-26,Regular Season,2025-10-08
0022500660,2025-26,Regular Season,2025-10-08
0022500661,2025-26,Regular Season,2025-10-08
0022500662,2025-26,Regular Season,2025-10-08
0022500663,2025-26,Regular Season,2025-10-08
0022500659,2025-26,Regular Season,2025-10-09
0022500657,2025-26,Regular Season,2025-10-09
0022500658,2025-26,Regular Season,2025-10-09
0022500660,2025-26,Regular Season,2025-10-09
0022500661,2025-26,Regular Season,2025-10-09
0022500662,2025-26,Regular Season,2025-10-09
0022500663,2025-26,Regular Season,2025-10-09
0022500659,2025-26,Regular Season,2025-10-10
0022500657,2025-26,Regular Season,2025-10-10
0022500658,2025-26,Regular Season,2025-10-10
0022500660,2025-26,Regular Season,2025-10-10
0022500661,2025-26,Regular Season,2025-10-10
0022500662,2025-26,Regular Season,2025-10-10
0022500663,2025-26,Regular Season,2025-10-10
0022500659,2025-26,Regular Season,2025-10-11
0022500657,2025-26,Regular Season,2025-10-11
0022500658,2025-26,Regular Season,2025-10-11
0022500660,2025-26,Regular Season,2025-10-11
0022500661,2025-26,Regular Season,2025-10-11
0022500662,2025-26,Regular Season,2025-10-11
0022500663,2025-26,Regular Season,2025-10-11
0022500659,2025-26,Regular Season,2025-10-12
0022500657,2025-26,Regular Season,2025-10-12
0022500658,2025-26,Regular Season,2025-10-12
0022500660,2025-26,Regular Season,2025-10-12
0022500661,2025-26,Regular Season,2025-10-12
0022500662,2025-26,Regular Season,2025-10-12
0022500663,2025-26,Regular Season,2025-10-12
0022500659,2025-26,Regular Season,2025-10-13
0022500657,2025-26,Regular Season,2025-10-13
0022500658,2025-26,Regular Season,2025-10-13
0022500660,2025-26,Regular Season,2025-10-13
0022500661,2025-26,Regular Season,2025-10-13
0022500662,2025-26,Regular Season,2025-10-13
0022500663,2025-26,Regular Season,2025-10-13
0022500659,2025-26,Regular Season,2025-10-14
0022500657,2025-26,Regular Season,2025-10-14
0022500658,2025-26,Regular Season,2025-10-14
0022500660,2025-26,Regular Season,2025-10-14
0022500661,2025-26,Regular Season,2025-10-14
0022500662,2025-26,Regular Season,2025-10-14
0022500663,2025-26,Regular Season,2025-10-14
0022500659,2025-26,Regular Season,2025-10-15
0022500657,2025-26,Regular Season,2025-10-15
0022500658,2025-26,Regular Season,2025-10-15
0022500660,2025-26,Regular Season,2025-10-15
0022500661,2025-26,Regular Season,2025-10-15
0022500662,2025-26,Regular Season,2025-10-15
0022500663,2025-26,Regular Season,2025-10-15
0022500659,2025-26,Regular Season,2025-10-16
0022500657,2025-26,Regular Season,2025-10-16
0022500658,2025-26,Regular Season,2025-10-16
0022500660,2025-26,Regular Season,2025-10-16
0022500661,2025-26,Regular Season,2025-10-16
0022500662,2025-26,Regular Season,2025-10-16
0022500663,2025-26,Regular Season,2025-10-16
0022500659,2025-26,Regular Season,2025-10-17
0022500657,2025-26,Regular Season,2025-10-17
0022500658,2025-26,Regular Season,2025-10-17
0022500660,2025-26,Regular Season,2025-10-17
0022500661,2025-26,Regular Season,2025-10-17
0022500662,2025-26,Regular Season,2025-10-17
0022500663,2025-26,Regular Season,2025-10-17
0022500659,2025-26,Regular Season,2025-10-18
0022500657,2025-26,Regular Season,2025-10-18
0022500658,2025-26,Regular Season,2025-10-18
0022500660,2025-26,Regular Season,2025-10-18
0022500661,2025-26,Regular Season,2025-10-18
0022500662,2025-26,Regular Season,2025-10-18
0022500663,2025-26,Regular Season,2025-10-18
0022500659,2025-26,Regular Season,2025-10-19
0022500657,2025-26,Regular Season,2025-10-19
0022500658,2025-26,Regular Season,2025-10-19
0022500660,2025-26,Regular Season,2025-10-19
0022500661,2025-26,Regular Season,2025-10-19
0022500662,2025-26,Regular Season,2025-10-19
0022500663,2025-26,Regular Season,2025-10-19
0022500659,2025-26,Regular Season,2025-10-20
0022500657,2025-26,Regular Season,2025-10-20
0022500658,2025-26,Regular Season,2025-10-20
0022500660,2025-26,Regular Season,2025-10-20
0022500661,2025-26,Regular Season,2025-10-20
0022500662,2025-26,Regular Season,2025-10-20
0022500663,2025-26,Regular Season,2025-10-20
0022500659,2025-26,Regular Season,2025-10-21
0022500657,2025-26,Regular Season,2025-10-21
0022500658,2025-26,Regular Season,2025-10-21
0022500660,2025-26,Regular Season,2025-10-21
0022500661,2025-26,Regular Season,2025-10-21
0022500662,2025-26,Regular Season,2025-10-21
0022500663,2025-26,Regular Season,2025-10-21
0022500659,2025-26,Regular Season,2025-10-22
0022500657,2025-26,Regular Season,2025-10-22
0022500658,2025-26,Regular Season,2025-10-22
0022500660,2025-26,Regular Season,2025-10-22
0022500661,2025-26,Regular Season,2025-10-22
0022500662,2025-26,Regular Season,2025-10-22
0022500663,2025-26,Regular Season,2025-10-22
0022500659,2025-26,Regular Season,2025-10-23
0022500657,2025-26,Regular Season,2025-10-23
0022500658,2025-26,Regular Season,2025-10-23
0022500660,2025-26,Regular Season,2025-10-23
0022500661,2025-26,Regular Season,2025-10-23
0022500662,2025-26,Regular Season,2025-10-23
0022500663,2025-26,Regular Season,2025-10-23
0022500659,2025-26,Regular Season,2025-10-24
0022500657,2025-26,Regular Season,2025-10-24
0022500658,2025-26,Regular Season,2025-10-24
0022500660,2025-26,Regular Season,2025-10-24
0022500661,2025-26,Regular Season,2025-10-24
0022500662,2025-26,Regular Season,2025-10-24
0022500663,2025-26,Regular Season,2025-10-24
0022500659,2025-26,Regular Season,2025-10-25
0022500657,2025-26,Regular Season,2025-10-25
0022500658,2025-26,Regular Season,2025-10-25
0022500660,2025-26,Regular Season,2025-10-25
0022500661,2025-26,Regular Season,2025-10-25
0022500662,2025-26,Regular Season,2025-10-25
0022500663,2025-26,Regular Season,2025-10-25
0022500659,2025-26,Regular Season,2025-10-26
0022500657,2025-26,Regular Season,2025-10-26
0022500658,2025-26,Regular Season,2025-10-26
0022500660,2025-26,Regular Season,2025-10-26
0022500661,2025-26,Regular Season,2025-10-26
0022500662,2025-26,Regular Season,2025-10-26
0022500663,2025-26,Regular Season,2025-10-26
0022500659,2025-26,Regular Season,2025-10-27
0022500657,2025-26,Regular Season,2025-10-27
0022500658,2025-26,Regular Season,2025-10-27
0022500660,2025-26,Regular Season,2025-10-27
0022500661,2025-26,Regular Season,2025-10-27
0022500662,2025-26,Regular Season,2025-10-27
0022500663,2025-26,Regular Season,2025-10-27
0022500659,2025-26,Regular Season,2025-10-28
0022500657,2025-26,Regular Season,2025-10-28
0022500658,2025-26,Regular Season,2025-10-28
0022500660,2025-26,Regular Season,2025-10-28
0022500661,2025-26,Regular Season,2025-10-28
0022500662,2025-26,Regular Season,2025-10-28
0022500663,2025-26,Regular Season,2025-10-28
0022500659,2025-26,Regular Season,2025-10-29
0022500657,2025-26,Regular Season,2025-10-29
0022500658,2025-26,Regular Season,2025-10-29
0022500660,2025-26,Regular Season,2025-10-29
0022500661,2025-26,Regular Season,2025-10-29
0022500662,2025-26,Regular Season,2025-10-29
0022500663,2025-26,Regular Season,2025-10-29
0022500659,2025-26,Regular Season,2025-10-30
0022500657,2025-26,Regular Season,2025-10-30
0022500658,2025-26,Regular Season,2025-10-30
0022500660,2025-26,Regular Season,2025-10-30
0022500661,2025-26,Regular Season,2025-10-30
0022500662,2025-26,Regular Season,2025-10-30
0022500663,2025-26,Regular Season,2025-10-30
0022500659,2025-26,Regular Season,2025-10-31
0022500657,2025-26,Regular Season,2025-10-31
0022500658,2025-26,Regular Season,2025-10-31
0022500660,2025-26,Regular Season,2025-10-31
0022500661,2025-26,Regular Season,2025-10-31
0022500662,2025-26,Regular Season,2025-10-31
0022500663,2025-26,Regular Season,2025-10-31
0022500659,2025-26,Regular Season,2025-11-01
0022500657,2025-26,Regular Season,2025-11-01
0022500658,2025-26,Regular Season,2025-11-01
0022500660,2025-26,Regular Season,2025-11-01
0022500661,2025-26,Regular Season,2025-11-01
0022500662,2025-26,Regular Season,2025-11-01
0022500663,2025-26,Regular Season,2025-11-01
0022500659,2025-26,Regular Season,2025-11-02
0022500657,2025-26,Regular Season,2025-11-02
0022500658,2025-26,Regular Season,2025-11-02
0022500660,2025-26,Regular Season,2025-11-02
0022500661,2025-26,Regular Season,2025-11-02
0022500662,2025-26,Regular Season,2025-11-02
0022500663,2025-26,Regular Season,2025-11-02
0022500659,2025-26,Regular Season,2025-11-03
0022500657,2025-26,Regular Season,2025-11-03
0022500658,2025-26,Regular Season,2025-11-03
0022500660,2025-26,Regular Season,2025-11-03
0022500661,2025-26,Regular Season,2025-11-03
0022500662,2025-26,Regular Season,2025-11-03
0022500663,2025-26,Regular Season,2025-11-03
0022500659,2025-26,Regular Season,2025-11-04
0022500657,2025-26,Regular Season,2025-11-04
0022500658,2025-26,Regular Season,2025-11-04
0022500660,2025-26,Regular Season,2025-11-04
0022500661,2025-26,Regular Season,2025-11-04
0022500662,2025-26,Regular Season,2025-11-04
0022500663,2025-26,Regular Season,2025-11-04
0022500659,2025-26,Regular Season,2025-11-05
0022500657,2025-26,Regular Season,2025-11-05
0022500658,2025-26,Regular Season,2025-11-05
0022500660,2025-26,Regular Season,2025-11-05
0022500661,2025-26,Regular Season,2025-11-05
0022500662,2025-26,Regular Season,2025-11-05
0022500663,2025-26,Regular Season,2025-11-05
0022500659,2025-26,Regular Season,2025-11-06
0022500657,2025-26,Regular Season,2025-11-06
0022500658,2025-26,Regular Season,2025-11-06
0022500660,2025-26,Regular Season,2025-11-06
0022500661,2025-26,Regular Season,2025-11-06
0022500662,2025-26,Regular Season,2025-11-06
0022500663,2025-26,Regular Season,2025-11-06
0022500659,2025-26,Regular Season,2025-11-07
0022500657,2025-26,Regular Season,2025-11-07
0022500658,2025-26,Regular Season,2025-11-07
0022500660,2025-26,Regular Season,2025-11-07
0022500661,2025-26,Regular Season,2025-11-07
0022500662,2025-26,Regular Season,2025-11-07
0022500663,2025-26,Regular Season,2025-11-07
0022500659,2025-26,Regular Season,2025-11-08
0022500657,2025-26,Regular Season,2025-11-08
0022500658,2025-26,Regular Season,2025-11-08
0022500660,2025-26,Regular Season,2025-11-08
0022500661,2025-26,Regular Season,2025-11-08
0022500662,2025-26,Regular Season,2025-11-08
0022500663,2025-26,Regular Season,2025-11-08
0022500659,2025-26,Regular Season,2025-11-09
0022500657,2025-26,Regular Season,2025-11-09
0022500658,2025-26,Regular Season,2025-11-09
0022500660,2025-26,Regular Season,2025-11-09
0022500661,2025-26,Regular Season,2025-11-09
0022500662,2025-26,Regular Season,2025-11-09
0022500663,2025-26,Regular Season,2025-11-09
0022500659,2025-26,Regular Season,2025-11-10
0022500657,2025-26,Regular Season,2025-11-10
0022500658,2025-26,Regular Season,2025-11-10
0022500660,2025-26,Regular Season,2025-11-10
0022500661,2025-26,Regular Season,2025-11-10
0022500662,2025-26,Regular Season,2025-11-10
0022500663,2025-26,Regular Season,2025-11-10
0022500659,2025-26,Regular Season,2025-11-11
0022500657,2025-26,Regular Season,2025-11-11
0022500658,2025-26,Regular Season,2025-11-11
0022500660,2025-26,Regular Season,2025-11-11
0022500661,2025-26,Regular Season,2025-11-11
0022500662,2025-26,Regular Season,2025-11-11
0022500663,2025-26,Regular Season,2025-11-11
0022500659,2025-26,Regular Season,2025-11-12
0022500657,2025-26,Regular Season,2025-11-12
0022500658,2025-26,Regular Season,2025-11-12
0022500660,2025-26,Regular Season,2025-11-12
0022500661,2025-26,Regular Season,2025-11-12
0022500662,2025-26,Regular Season,2025-11-12
0022500663,2025-26,Regular Season,2025-11-12
0022500659,2025-26,Regular Season,2025-11-13
0022500657,2025-26,Regular Season,2025-11-13
0022500658,2025-26,Regular Season,2025-11-13
0022500660,2025-26,Regular Season,2025-11-13
0022500661,2025-26,Regular Season,2025-11-13
0022500662,2025-26,Regular Season,2025-11-13
0022500663,2025-26,Regular Season,2025-11-13
0022500659,2025-26,Regular Season,2025-11-14
0022500657,2025-26,Regular Season,2025-11-14
0022500658,2025-26,Regular Season,2025-11-14
0022500660,2025-26,Regular Season,2025-11-14
0022500661,2025-26,Regular Season,2025-11-14
0022500662,2025-26,Regular Season,2025-11-14
0022500663,2025-26,Regular Season,2025-11-14
0022500659,2025-26,Regular Season,2025-11-15
0022500657,2025-26,Regular Season,2025-11-15
0022500658,2025-26,Regular Season,2025-11-15
0022500660,2025-26,Regular Season,2025-11-15
0022500661,2025-26,Regular Season,2025-11-15
0022500662,2025-26,Regular Season,2025-11-15
0022500663,2025-26,Regular Season,2025-11-15
0022500659,2025-26,Regular Season,2025-11-16
0022500657,2025-26,Regular Season,2025-11-16
0022500658,2025-26,Regular Season,2025-11-16
0022500660,2025-26,Regular Season,2025-11-16
0022500661,2025-26,Regular Season,2025-11-16
0022500662,2025-26,Regular Season,2025-11-16
0022500663,2025-26,Regular Season,2025-11-16
0022500659,2025-26,Regular Season,2025-11-17
0022500657,2025-26,Regular Season,2025-11-17
0022500658,2025-26,Regular Season,2025-11-17
0022500660,2025-26,Regular Season,2025-11-17
0022500661,2025-26,Regular Season,2025-11-17
0022500662,2025-26,Regular Season,2025-11-17
0022500663,2025-26,Regular Season,2025-11-17
0022500659,2025-26,Regular Season,2025-11-18
0022500657,2025-26,Regular Season,2025-11-18
0022500658,2025-26,Regular Season,2025-11-18
0022500660,2025-26,Regular Season,2025-11-18
0022500661,2025-26,Regular Season,2025-11-18
0022500662,2025-26,Regular Season,2025-11-18
0022500663,2025-26,Regular Season,2025-11-18
0022500659,2025-26,Regular Season,2025-11-19
0022500657,2025-26,Regular Season,2025-11-19
0022500658,2025-26,Regular Season,2025-11-19
0022500660,2025-26,Regular Season,2025-11-19
0022500661,2025-26,Regular Season,2025-11-19
0022500662,2025-26,Regular Season,2025-11-19
0022500663,2025-26,Regular Season,2025-11-19
0022500659,2025-26,Regular Season,2025-11-20
0022500657,2025-26,Regular Season,2025-11-20
0022500658,2025-26,Regular Season,2025-11-20
0022500660,2025-26,Regular Season,2025-11-20
0022500661,2025-26,Regular Season,2025-11-20
0022500662,2025-26,Regular Season,2025-11-20
0022500663,2025-26,Regular Season,2025-11-20
0022500659,2025-26,Regular Season,2025-11-21
0022500657,2025-26,Regular Season,2025-11-21
0022500658,2025-26,Regular Season,2025-11-21
0022500660,2025-26,Regular Season,2025-11-21
0022500661,2025-26,Regular Season,2025-11-21
0022500662,2025-26,Regular Season,2025-11-21
0022500663,2025-26,Regular Season,2025-11-21
0022500659,2025-26,Regular Season,2025-11-22
0022500657,2025-26,Regular Season,2025-11-22
0022500658,2025-26,Regular Season,2025-11-22
0022500660,2025-26,Regular Season,2025-11-22
0022500661,2025-26,Regular Season,2025-11-22
0022500662,2025-26,Regular Season,2025-11-22
0022500663,2025-26,Regular Season,2025-11-22
0022500659,2025-26,Regular Season,2025-11-23
0022500657,2025-26,Regular Season,2025-11-23
0022500658,2025-26,Regular Season,2025-11-23
0022500660,2025-26,Regular Season,2025-11-23
0022500661,2025-26,Regular Season,2025-11-23
0022500662,2025-26,Regular Season,2025-11-23
0022500663,2025-26,Regular Season,2025-11-23
0022500659,2025-26,Regular Season,2025-11-24
0022500657,2025-26,Regular Season,2025-11-24
0022500658,2025-26,Regular Season,2025-11-24
0022500660,2025-26,Regular Season,2025-11-24
0022500661,2025-26,Regular Season,2025-11-24
0022500662,2025-26,Regular Season,2025-11-24
0022500663,2025-26,Regular Season,2025-11-24
0022500659,2025-26,Regular Season,2025-11-25
0022500657,2025-26,Regular Season,2025-11-25
0022500658,2025-26,Regular Season,2025-11-25
0022500660,2025-26,Regular Season,2025-11-25
0022500661,2025-26,Regular Season,2025-11-25
0022500662,2025-26,Regular Season,2025-11-25
0022500663,2025-26,Regular Season,2025-11-25
0022500659,2025-26,Regular Season,2025-11-26
0022500657,2025-26,Regular Season,2025-11-26
0022500658,2025-26,Regular Season,2025-11-26
0022500660,2025-26,Regular Season,2025-11-26
0022500661,2025-26,Regular Season,2025-11-26
0022500662,2025-26,Regular Season,2025-11-26
0022500663,2025-26,Regular Season,2025-11-26
0022500659,2025-26,Regular Season,2025-11-27
0022500657,2025-26,Regular Season,2025-11-27
0022500658,2025-26,Regular Season,2025-11-27
0022500660,2025-26,Regular Season,2025-11-27
0022500661,2025-26,Regular Season,2025-11-27
0022500662,2025-26,Regular Season,2025-11-27
0022500663,2025-26,Regular Season,2025-11-27
0022500659,2025-26,Regular Season,2025-11-28
0022500657,2025-26,Regular Season,2025-11-28
0022500658,2025-26,Regular Season,2025-11-28
0022500660,2025-26,Regular Season,2025-11-28
0022500661,2025-26,Regular Season,2025-11-28
0022500662,2025-26,Regular Season,2025-11-28
0022500663,2025-26,Regular Season,2025-11-28
0022500659,2025-26,Regular Season,2025-11-29
0022500657,2025-26,Regular Season,2025-11-29
0022500658,2025-26,Regular Season,2025-11-29
0022500660,2025-26,Regular Season,2025-11-29
0022500661,2025-26,Regular Season,2025-11-29
0022500662,2025-26,Regular Season,2025-11-29
0022500663,2025-26,Regular Season,2025-11-29
0022500659,2025-26,Regular Season,2025-11-30
0022500657,2025-26,Regular Season,2025-11-30
0022500658,2025-26,Regular Season,2025-11-30
0022500660,2025-26,Regular Season,2025-11-30
0022500661,2025-26,Regular Season,2025-11-30
0022500662,2025-26,Regular Season,2025-11-30
0022500663,2025-26,Regular Season,2025-11-30
0022500659,2025-26,Regular Season,2025-12-01
0022500657,2025-26,Regular Season,2025-12-01
0022500658,2025-26,Regular Season,2025-12-01
0022500660,2025-26,Regular Season,2025-12-01
0022500661,2025-26,Regular Season,2025-12-01
0022500662,2025-26,Regular Season,2025-12-01
0022500663,2025-26,Regular Season,2025-12-01
0022500659,2025-26,Regular Season,2025-12-02
0022500657,2025-26,Regular Season,2025-12-02
0022500658,2025-26,Regular Season,2025-12-02
0022500660,2025-26,Regular Season,2025-12-02
0022500661,2025-26,Regular Season,2025-12-02
0022500662,2025-26,Regular Season,2025-12-02
0022500663,2025-26,Regular Season,2025-12-02
0022500659,2025-26,Regular Season,2025-12-03
0022500657,2025-26,Regular Season,2025-12-03
0022500658,2025-26,Regular Season,2025-12-03
0022500660,2025-26,Regular Season,2025-12-03
0022500661,2025-26,Regular Season,2025-12-03
0022500662,2025-26,Regular Season,2025-12-03
0022500663,2025-26,Regular Season,2025-12-03
0022500659,2025-26,Regular Season,2025-12-04
0022500657,2025-26,Regular Season,2025-12-04
0022500658,2025-26,Regular Season,2025-12-04
0022500660,2025-26,Regular Season,2025-12-04
0022500661,2025-26,Regular Season,2025-12-04
0022500662,2025-26,Regular Season,2025-12-04
0022500663,2025-26,Regular Season,2025-12-04
0022500659,2025-26,Regular Season,2025-12-05
0022500657,2025-26,Regular Season,2025-12-05
0022500658,2025-26,Regular Season,2025-12-05
0022500660,2025-26,Regular Season,2025-12-05
0022500661,2025-26,Regular Season,2025-12-05
0022500662,2025-26,Regular Season,2025-12-05
0022500663,2025-26,Regular Season,2025-12-05
0022500659,2025-26,Regular Season,2025-12-06
0022500657,2025-26,Regular Season,2025-12-06
0022500658,2025-26,Regular Season,2025-12-06
0022500660,2025-26,Regular Season,2025-12-06
0022500661,2025-26,Regular Season,2025-12-06
0022500662,2025-26,Regular Season,2025-12-06
0022500663,2025-26,Regular Season,2025-12-06
0022500659,2025-26,Regular Season,2025-12-07
0022500657,2025-26,Regular Season,2025-12-07
0022500658,2025-26,Regular Season,2025-12-07
0022500660,2025-26,Regular Season,2025-12-07
0022500661,2025-26,Regular Season,2025-12-07
0022500662,2025-26,Regular Season,2025-12-07
0022500663,2025-26,Regular Season,2025-12-07
0022500659,2025-26,Regular Season,2025-12-08
0022500657,2025-26,Regular Season,2025-12-08
0022500658,2025-26,Regular Season,2025-12-08
0022500660,2025-26,Regular Season,2025-12-08
0022500661,2025-26,Regular Season,2025-12-08
0022500662,2025-26,Regular Season,2025-12-08
0022500663,2025-26,Regular Season,2025-12-08
0022500659,2025-26,Regular Season,2025-12-09
0022500657,2025-26,Regular Season,2025-12-09
0022500658,2025-26,Regular Season,2025-12-09
0022500660,2025-26,Regular Season,2025-12-09
0022500661,2025-26,Regular Season,2025-12-09
0022500662,2025-26,Regular Season,2025-12-09
0022500663,2025-26,Regular Season,2025-12-09
0022500659,2025-26,Regular Season,2025-12-10
0022500657,2025-26,Regular Season,2025-12-10
0022500658,2025-26,Regular Season,2025-12-10
0022500660,2025-26,Regular Season,2025-12-10
0022500661,2025-26,Regular Season,2025-12-10
0022500662,2025-26,Regular Season,2025-12-10
0022500663,2025-26,Regular Season,2025-12-10
0022500659,2025-26,Regular Season,2025-12-11
0022500657,2025-26,Regular Season,2025-12-11
0022500658,2025-26,Regular Season,2025-12-11
0022500660,2025-26,Regular Season,2025-12-11
0022500661,2025-26,Regular Season,2025-12-11
0022500662,2025-26,Regular Season,2025-12-11
0022500663,2025-26,Regular Season,2025-12-11
0022500659,2025-26,Regular Season,2025-12-12
0022500657,2025-26,Regular Season,2025-12-12
0022500658,2025-26,Regular Season,2025-12-12
0022500660,2025-26,Regular Season,2025-12-12
0022500661,2025-26,Regular Season,2025-12-12
0022500662,2025-26,Regular Season,2025-12-12
0022500663,2025-26,Regular Season,2025-12-12
0022500659,2025-26,Regular Season,2025-12-13
0022500657,2025-26,Regular Season,2025-12-13
0022500658,2025-26,Regular Season,2025-12-13
0022500660,2025-26,Regular Season,2025-12-13
0022500661,2025-26,Regular Season,2025-12-13
0022500662,2025-26,Regular Season,2025-12-13
0022500663,2025-26,Regular Season,2025-12-13
0022500659,2025-26,Regular Season,2025-12-14
0022500657,2025-26,Regular Season,2025-12-14
0022500658,2025-26,Regular Season,2025-12-14
0022500660,2025-26,Regular Season,2025-12-14
0022500661,2025-26,Regular Season,2025-12-14
0022500662,2025-26,Regular Season,2025-12-14
0022500663,2025-26,Regular Season,2025-12-14
0022500659,2025-26,Regular Season,2025-12-15
0022500657,2025-26,Regular Season,2025-12-15
0022500658,2025-26,Regular Season,2025-12-15
0022500660,2025-26,Regular Season,2025-12-15
0022500661,2025-26,Regular Season,2025-12-15
0022500662,2025-26,Regular Season,2025-12-15
0022500663,2025-26,Regular Season,2025-12-15
0022500659,2025-26,Regular Season,2025-12-16
0022500657,2025-26,Regular Season,2025-12-16
0022500658,2025-26,Regular Season,2025-12-16
0022500660,2025-26,Regular Season,2025-12-16
0022500661,2025-26,Regular Season,2025-12-16
0022500662,2025-26,Regular Season,2025-12-16
0022500663,2025-26,Regular Season,2025-12-16
0022500659,2025-26,Regular Season,2025-12-17
0022500657,2025-26,Regular Season,2025-12-17
0022500658,2025-26,Regular Season,2025-12-17
0022500660,2025-26,Regular Season,2025-12-17
0022500661,2025-26,Regular Season,2025-12-17
0022500662,2025-26,Regular Season,2025-12-17
0022500663,2025-26,Regular Season,2025-12-17
0022500659,2025-26,Regular Season,2025-12-18
0022500657,2025-26,Regular Season,2025-12-18
0022500658,2025-26,Regular Season,2025-12-18
0022500660,2025-26,Regular Season,2025-12-18
0022500661,2025-26,Regular Season,2025-12-18
0022500662,2025-26,Regular Season,2025-12-18
0022500663,2025-26,Regular Season,2025-12-18
0022500659,2025-26,Regular Season,2025-12-19
0022500657,2025-26,Regular Season,2025-12-19
0022500658,2025-26,Regular Season,2025-12-19
0022500660,2025-26,Regular Season,2025-12-19
0022500661,2025-26,Regular Season,2025-12-19
0022500662,2025-26,Regular Season,2025-12-19
0022500663,2025-26,Regular Season,2025-12-19
0022500659,2025-26,Regular Season,2025-12-20
0022500657,2025-26,Regular Season,2025-12-20
0022500658,2025-26,Regular Season,2025-12-20
0022500660,2025-26,Regular Season,2025-12-20
0022500661,2025-26,Regular Season,2025-12-20
0022500662,2025-26,Regular Season,2025-12-20
0022500663,2025-26,Regular Season,2025-12-20
0022500659,2025-26,Regular Season,2025-12-21
0022500657,2025-26,Regular Season,2025-12-21
0022500658,2025-26,Regular Season,2025-12-21
0022500660,2025-26,Regular Season,2025-12-21
0022500661,2025-26,Regular Season,2025-12-21
0022500662,2025-26,Regular Season,2025-12-21
0022500663,2025-26,Regular Season,2025-12-21
0022500659,2025-26,Regular Season,2025-12-22
0022500657,2025-26,Regular Season,2025-12-22
0022500658,2025-26,Regular Season,2025-12-22
0022500660,2025-26,Regular Season,2025-12-22
0022500661,2025-26,Regular Season,2025-12-22
0022500662,2025-26,Regular Season,2025-12-22
0022500663,2025-26,Regular Season,2025-12-22
0022500659,2025-26,Regular Season,2025-12-23
0022500657,2025-26,Regular Season,2025-12-23
0022500658,2025-26,Regular Season,2025-12-23
0022500660,2025-26,Regular Season,2025-12-23
0022500661,2025-26,Regular Season,2025-12-23
0022500662,2025-26,Regular Season,2025-12-23
0022500663,2025-26,Regular Season,2025-12-23
0022500659,2025-26,Regular Season,2025-12-24
0022500657,2025-26,Regular Season,2025-12-24
0022500658,2025-26,Regular Season,2025-12-24
0022500660,2025-26,Regular Season,2025-12-24
0022500661,2025-26,Regular Season,2025-12-24
